Potential (V),Current (A)
1.01000022888184,0.000000775316948420368
1.01504373550415,0.000000838126652524807
1.02021646499634,0.000000906090463104192
1.02513074874878,0.000000980817276285961
1.03030347824097,0.00000105973231256939
1.03495931625366,0.00000114830982056446
1.04013204574585,0.00000123817608255195
1.04530477523804,0.0000013393155313679
1.05021905899048,0.00000144593104778323
1.05487442016602,0.00000155866655404679
1.06017637252808,0.00000167719917953946
1.06509065628052,0.00000180024198925821
1.07026338577271,0.00000193133655557176
1.07517766952515,0.00000206597451324342
1.08022117614746,0.00000220769925363129
1.0851354598999,0.00000235522111324826
1.09004974365234,0.00000250435368798207
1.09509325027466,0.00000265670769294957
1.10013628005981,0.00000280616222880781
1.10517978668213,0.00000295658355753403
1.1099648475647,0.00000310700397676555
1.11500835418701,0.00000325678138324292
1.11992263793945,0.00000340140468324535
1.12522459030151,0.00000354570511262864
1.12987995147705,0.00000368066594091943
1.1350531578064,0.00000381337122234982
1.13983774185181,0.00000393963455280755
1.14488124847412,0.00000405881201004377
1.14992475509644,0.00000416800412494922
1.15496826171875,0.00000427139821113087
1.15988254547119,0.00000436384107160848
1.16492605209351,0.00000445080786448671
1.16984033584595,0.0000045258575482876
1.17475414276123,0.00000459317652712343
1.18005657196045,0.00000465437551611103
1.18522930145264,0.00000470687791676028
1.1897554397583,0.00000474939497507876
1.19518709182739,0.00000477967387269018
1.20023059844971,0.00000480447397421813
1.20540332794189,0.00000481993538414827
1.21031713485718,0.00000482766608911334
1.21510219573975,0.00000482831001136219
1.22027492523193,0.00000482573432236677
1.2250599861145,0.00000480898506793892
1.23010349273682,0.00000478869242215296
1.23501777648926,0.00000476356854051119
1.23993158340454,0.00000475197248306358
1.24484586715698,0.00000471847397420788
1.25014781951904,0.00000468626421934459
1.25506210327148,0.0000046505110731232
1.25997638702393,0.00000461089257441927
1.26501989364624,0.00000457449459645431
1.26993417739868,0.00000454164091934217
1.27523612976074,0.00000450878633273533
1.28015041351318,0.00000447883121523773
1.28493499755859,0.00000445048590336228
1.28997850418091,0.00000442729469796177
1.29502201080322,0.00000440893472841708
1.29993629455566,0.00000439250834460836
1.30575561523438,0.0000043802683649119
1.30989408493042,0.00000437285962107126
1.31493759155273,0.00000437124981544912
1.31998109817505,0.00000437962444266304
1.32528305053711,0.00000439379618910607
1.33006811141968,0.00000441569955000887
1.33537006378174,0.00000444790930487216
1.34015512466431,0.00000448817172582494
1.34558629989624,0.00000453519896836951
1.34998321533203,0.00000459639795735711
1.35502672195435,0.00000466887013317319
1.36007022857666,0.00000475197248306358
1.3649845123291,0.0000048457031880389
1.37028646469116,0.00000495231961394893
1.37481260299683,0.00000507181812281488
1.37998533248901,0.00000520549019711325
1.38515853881836,0.00000534946866537211
1.39033126831055,0.00000550601089344127
1.39524555206299,0.00000567865663470002
1.39977169036865,0.00000583712881052634
1.39485740661621,0.00000543965779797873
1.39007234573364,0.00000506505512021249
1.38464117050171,0.00000471267685497878
1.37972688674927,0.00000437962444266304
1.37481260299683,0.0000040684744817554
1.37002801895142,0.00000377407468477031
1.3649845123291,0.00000349416950484738
1.35968208312988,0.00000323165750160115
1.35489749908447,0.00000298299528367352
1.34998321533203,0.00000275333786703413
1.34506893157959,0.00000253430880547967
1.33976697921753,0.00000233074115385534
1.33459424972534,0.00000213941348192748
1.32980918884277,0.00000196193650481291
1.32489490509033,0.00000179734252014896
1.31972217559814,0.00000164370067068376
1.31454944610596,0.00000150390951603185
1.31002330780029,0.00000137603547045728
1.30497980117798,0.00000125685801322106
1.30006551742554,0.00000114895374281332
1.29489278793335,0.00000104781429399736
1.28972005844116,0.000000957626070885453
1.28493499755859,0.000000872269993124064
1.27963304519653,0.000000796898348198738
1.27471876144409,0.000000726679900253657
1.27006340026855,0.000000666447704134043
1.26476097106934,0.00000060718048189301
1.25997638702393,0.000000556288796360604
1.25480365753174,0.000000511195139552001
1.24976015090942,0.000000468033249489963
1.24484586715698,0.000000430025465902872
1.23980236053467,0.000000396526957047172
1.23475885391235,0.000000364317202183884
1.22958612442017,0.000000334684045810718
1.2250599861145,0.000000307627487927675
1.22001647949219,0.000000284436282527167
1.21484375,0.000000263177753367927
1.20967054367065,0.00000024417295207968
1.20488595962524,0.000000223559254663996
1.19958400726318,0.000000207775883609429
1.19466972351074,0.000000191026629181579
1.18962621688843,0.000000179108610609546
1.18458271026611,0.000000164936864166521
1.17940998077393,0.000000153662767843343
1.17462491989136,0.000000141423697641585
1.1693229675293,0.000000131760316435248
1.1646671295166,0.000000123063728096895
1.15962362289429,0.000000114367139758542
1.1544508934021,0.00000010534768080106
1.14940738677979,0.0000000989057298284024
1.1444935798645,0.0000000914978954824619
1.13983774185181,0.0000000834452293929644
1.13479423522949,0.0000000792579157860018
1.12975072860718,0.0000000731379259377718
1.12522459030151,0.0000000657291820971295
1.12031030654907,0.0000000625086613581516
1.11500835418701,0.0000000579993866267614
1.11009407043457,0.0000000525233190273866
1.10492134094238,0.0000000486579665448517
1.10000705718994,0.0000000457594069303013
1.09509325027466,0.0000000406053004553542
1.08992004394531,0.0000000373847797163762
1.08500623703003,0.0000000322315827361308
1.07996273040771,0.0000000286881913780235
1.07478952407837,0.0000000248228388954885
1.07000494003296,0.0000000251448000199161
1.06509065628052,0.0000000199916030396707
1.0600471496582,0.0000000170921339304186
1.05448627471924,0.0000000138716131914407
1.0498309135437,0.0000000109721440821886
1.04517555236816,0.00000000968429958447814
1.03987312316895,0.00000000710770109435543
1.03470039367676,0.00000000388627086067572
1.02991580963135,0.0000000009877112461254
1.02487230300903,-0.00000000158979673869908
1.01995801925659,-0.00000000287764123640954
1.01491451263428,-0.00000000609907147008926
1.01012945175171,-0.00000000867566996021196
1.00495672225952,-0.0000000115742295747623
1.00004243850708,-0.0000000154395820572972
0.994998931884766,-0.0000000167283360497095
0.989826202392578,-0.0000000199488567886874
0.984653472900391,-0.00000002413617039565
0.979739189147949,-0.0000000276795617537573
0.974695682525635,-0.0000000286454451270401
0.969522953033447,-0.0000000328327587340027
0.96435022354126,-0.0000000350883055943996
0.959694862365723,-0.0000000392756192013621
0.954521656036377,-0.0000000424961399403401
0.94986629486084,-0.0000000466834535473026
0.944693565368652,-0.00000005022684490541
0.939520835876465,-0.0000000544141585123725
0.93447732925415,-0.0000000598893166170456
0.929563045501709,-0.0000000637546690995805
0.924261093139648,-0.0000000692307366989553
0.919734954833984,-0.0000000734180503059179
0.915208339691162,-0.0000000801819624030031
0.909518241882324,-0.0000000859799911268055
0.904733657836914,-0.0000000904892658581957
0.899560928344727,-0.000000100474608188961
0.894646644592285,-0.000000105627805169206
0.889732360839844,-0.000000112391717266291
0.88520622253418,-0.000000122377059597056
0.879516124725342,-0.000000132684363052249
0.8746018409729,-0.000000139448275149334
0.869558334350586,-0.000000155231646203902
0.864773750305176,-0.000000164250195666682
0.859730243682861,-0.000000177778929355554
0.854945182800293,-0.000000191628714674152
0.849901676177979,-0.000000207734046853147
0.844728946685791,-0.000000224483301280998
0.839556217193604,-0.000000243809154198971
0.834771156311035,-0.000000266034476226196
0.829469203948975,-0.000000291802280116826
0.824813842773438,-0.000000316282239509746
0.819770336151123,-0.00000034623735700734
0.814726829528809,-0.000000380057826987468
0.809683322906494,-0.000000414844180340879
0.804898262023926,-0.000000455751433037221
0.800113677978516,-0.000000502133843838237
0.79494047164917,-0.000000551415723748505
0.789767742156982,-0.000000609071321377996
0.785112380981445,-0.000000676068339089397
0.779810428619385,-0.000000747574631532189
0.774896144866943,-0.000000828421434562188
0.769852638244629,-0.000000920220372790936
0.765067577362061,-0.00000101652858575108
0.76028299331665,-0.00000112410998553969
0.754851341247559,-0.00000124264352052705
0.749937057495117,-0.00000137534880195744
0.744893550872803,-0.00000151320818986278
0.739591598510742,-0.00000166234076459659
0.735065460205078,-0.00000181759332917864
0.729892730712891,-0.00000197671124624321
0.724720001220703,-0.00000213969360629562
0.719805717468262,-0.00000230138812185032
0.715020656585693,-0.00000245954015554162
0.709977149963379,-0.0000026141478883801
0.704933643341064,-0.00000276585706160404
0.700149059295654,-0.00000290597108687507
0.694846630096436,-0.00000303223487208015
0.690062046051025,-0.00000314529188472079
0.684759616851807,-0.00000323612448482891
0.679975032806396,-0.00000330602051690221
0.675060749053955,-0.00000335208051183145
0.669888019561768,-0.0000033717287806212
0.665361881256104,-0.00000335916683980031
0.660189151763916,-0.00000331954834109638
0.654886722564697,-0.00000324900838677422
0.649972438812256,-0.0000031430372473551
0.645058631896973,-0.00000300389001495205
0.640273571014404,-0.00000283446479443228
0.63523006439209,-0.00000263798392552417
0.629928112030029,-0.00000242024361796211
0.625013828277588,-0.00000219670528167626
0.62022876739502,-0.00000196511518879561
0.614926815032959,-0.00000174544220499229
0.610271453857422,-0.00000153382279677317
0.605227947235107,-0.00000134185029310174
0.600313663482666,-0.00000117403578769881
0.595658302307129,-0.00000102909052657196
0.589968204498291,-0.000000904115950106643
0.584795475006104,-0.000000797822394815739
0.580010414123535,-0.000000706667378835846
0.575225353240967,-0.000000633551280770916
0.570311546325684,-0.000000568808900425211
0.565138339996338,-0.000000516628460900392
0.560095310211182,-0.000000468635334982537
0.555568695068359,-0.000000432238266512286
0.550137519836426,-0.000000400672433897853
0.545094013214111,-0.000000373293914890382
0.540308952331543,-0.00000034752520150505
0.535394668579102,-0.000000328844180330634
0.530221939086914,-0.000000309517417917959
0.5251784324646,-0.000000295022800855804
0.520264625549316,-0.000000281494976661634
0.515608787536621,-0.000000270865712082013
0.510306835174561,-0.000000260880369751249
0.505392551422119,-0.000000253149664786179
0.500478267669678,-0.000000242843270825688
0.49530553817749,-0.000000238011125475168
0.490262031555176,-0.000000232535967370495
0.485865116119385,-0.000000226415977522265
0.480563163757324,-0.000000221261871047318
0.47551965713501,-0.000000216752596315928
0.470476150512695,-0.000000212565282708965
0.465044498443604,-0.000000212565282708965
0.460389137268066,-0.00000020741208572872
0.455345630645752,-0.000000205157448363025
0.450690269470215,-0.0000002025799403782
0.445517539978027,-0.00000019968138076365
0.440861701965332,-0.00000019517210603226
0.436077117919922,-0.000000197104782273527
0.43064546585083,-0.000000194528183783405
0.425860404968262,-0.000000191628714674152
0.420558452606201,-0.000000192595507542137
0.415773868560791,-0.000000190017999557313
0.410600662231445,-0.00000018905211618403
0.405557155609131,-0.000000187119439942762
0.400513648986816,-0.000000186475517693907
0.395599842071533,-0.000000187119439942762
0.390556335449219,-0.000000183898009709083
0.38577127456665,-0.000000183576048584655
0.380598545074463,-0.000000181643372343387
0.375425815582275,-0.00000017971069610212
0.370382308959961,-0.000000177134097611997
0.365726947784424,-0.000000177456058736425
0.360683441162109,-0.000000172624822880607
0.355381011962891,-0.000000171658939507324
0.35059642791748,-0.00000016457215679111
0.345682144165039,-0.000000165860910783522
0.34037971496582,-0.00000016296144167427
0.335336685180664,-0.000000161351636052132
0.330422401428223,-0.000000155553607328329
0.325637340545654,-0.000000155875568452757
0.32059383392334,-0.000000151366293721367
0.315679550170898,-0.000000150722371472511
0.310377597808838,-0.000000149755578604527
0.30520486831665,-0.000000148789695231244
0.300807952880859,-0.000000128175088320859
0.305722236633301,-0.0000000515146894031204
0.311024188995361,-0.0000000325107976095751
0.315679550170898,-0.0000000199488567886874
0.320723056793213,-0.0000000138288669404574
0.325378894805908,-0.00000000674299371894449
0.330551624298096,0.0000000000209183781407773
0.336112499237061,0.00000000453019310953096
0.340638637542725,0.00000000871750671649352
0.345811367034912,0.0000000138716131914407
0.350854873657227,0.0000000154823283082806
0.355898380279541,0.0000000164482116815634
0.360941886901855,0.0000000245008777710609
0.365726947784424,0.0000000254667611443438
0.370511531829834,0.0000000270774762611836
0.375943183898926,0.0000000322315827361308
0.380598545074463,0.0000000348081812262535
0.38577127456665,0.0000000357740645995364
0.390814781188965,0.0000000377067408408038
0.395729064941406,0.0000000402833393309265
0.400901794433594,0.000000042216015572194
0.405557155609131,0.0000000441486918134615
0.410600662231445,0.0000000467252903035842
0.416032314300537,0.0000000457594069303013
0.421075820922852,0.0000000499467205372639
0.425990104675293,0.0000000496247594128363
0.430516242980957,0.0000000493027982884087
0.436077117919922,0.000000052201357902959
0.440732479095459,0.0000000515574356541038
0.445905208587646,0.0000000515574356541038
0.450690269470215,0.0000000525233190273866
0.455862998962402,0.0000000534901118953712
0.460777282714844,0.0000000550999175175093
0.465691089630127,0.0000000550999175175093
0.470605373382568,0.0000000531672412762418
0.475390434265137,0.000000052201357902959
0.480692386627197,0.0000000528452801518142
0.485735893249512,0.0000000544559952686541
0.490908622741699,0.0000000538120730197988
0.495822906494141,0.0000000557447492610663
0.500995635986328,0.0000000554227881366387
0.506039142608643,0.0000000544559952686541
0.510953426361084,0.0000000544559952686541
0.515479564666748,0.0000000557447492610663
0.520652294158936,0.0000000525233190273866
0.52569580078125,0.0000000550999175175093
0.530351638793945,0.0000000534901118953712
0.535136222839355,0.0000000550999175175093
0.540567874908447,0.000000058321347751189
0.545611381530762,0.0000000560667103854939
0.550137519836426,0.0000000563886715099216
0.555827617645264,0.0000000576774255023338
0.560741901397705,0.000000058321347751189
0.565397262573242,0.0000000573545548832044
0.570311546325684,0.0000000570325937587768
0.575355052947998,0.0000000573545548832044
0.580139636993408,0.0000000576774255023338
0.5855712890625,0.0000000612199073657393
0.590485572814941,0.0000000592872311244719
0.595658302307129,0.0000000596101017436013
0.600313663482666,0.0000000589652700000443
0.605615615844727,0.0000000596101017436013
0.610529899597168,0.0000000596101017436013
0.615444183349609,0.0000000599320628680289
0.620358467102051,0.000000061541868490167
0.625401973724365,0.0000000625086613581516
0.630315780639648,0.000000061541868490167
0.635618209838867,0.0000000625086613581516
0.640273571014404,0.0000000612199073657393
0.645187854766846,0.000000062186700233724
0.650360584259033,0.0000000634745447314344
0.655533313751221,0.0000000641193764749914
0.660318374633789,0.0000000647632987238467
0.665491104125977,0.0000000663740138406865
0.670146465301514,0.0000000660520527162589
0.675060749053955,0.0000000663740138406865
0.680233478546143,0.0000000657291820971295
0.685535907745361,0.000000068306690081954
0.690320491790771,0.0000000679847289575264
0.694846630096436,0.0000000702393663232215
0.7004075050354,0.0000000721720425644889
0.705321788787842,0.000000073781848186627
0.710236072540283,0.0000000734598870621994
0.715149879455566,0.000000074426679930184
0.719805717468262,0.0000000747486410546117
0.725366592407227,0.0000000741038093110546
0.729892730712891,0.0000000773252395447344
0.735065460205078,0.000000077647200669162
0.740108966827393,0.0000000799018380348571
0.745152473449707,0.0000000815125531516969
0.750325202941895,0.0000000834452293929644
0.755368709564209,0.0000000853779056342319
0.76028299331665,0.0000000860218278830871
0.764938354492188,0.0000000895652192411944
0.770111083984375,0.0000000895652192411944
0.775025367736816,0.0000000911759343580343
0.779810428619385,0.0000000931086105993018
0.785112380981445,0.0000000969730535871349
0.79015588760376,0.00000010083840606967
0.795199394226074,0.000000101805198937654
0.799983978271484,0.00000010405983630335
0.805027484893799,0.000000107280357042328
0.809812545776367,0.000000107280357042328
0.815114498138428,0.00000011146767064929
0.819899559020996,0.000000114367139758542
0.824813842773438,0.000000116943738248665
0.829857349395752,0.000000118876414489932
0.835030078887939,0.000000123063728096895
0.840202808380127,0.00000012692908057943
0.845117092132568,0.000000131760316435248
0.850030899047852,0.00000013304907042766
0.855204105377197,0.000000136269591166638
0.859730243682861,0.000000141423697641585
0.865161418914795,0.000000146898855746258
0.86981725692749,0.000000151730091602076
0.874860763549805,0.000000156562236952595
0.879904270172119,0.000000160749550559558
0.884818077087402,0.000000166546669788659
0.889732360839844,0.000000172022737388033
0.894775867462158,0.000000179431481228676
0.899948596954346,0.000000186839315574616
0.904862880706787,0.000000193926098290831
0.910164833068848,0.000000202622686629184
0.914561748504639,0.000000210030520975124
0.919864177703857,0.000000218405148189049
0.924778461456299,0.000000228390490519814
0.929692268371582,0.000000240630470216274
0.93447732925415,0.000000250615812547039
0.939779281616211,0.000000265432390733622
0.944564342498779,0.000000277349499810953
0.949607849121094,0.000000293776793114375
0.954780578613281,0.00000030988212529337
0.959953308105469,0.000000326953340845648
0.965126037597656,0.000000347567947756033
0.970169544219971,0.000000368182554666419
0.974954605102539,0.000000389441083825659
0.979998111724854,0.000000416497641708702
0.985041618347168,0.00000044580883695744
0.990085124969482,0.000000477051798952743
0.995128631591797,0.000000513127815793268
0.999913215637207,0.00000055242344387807
1.00521564483643,0.000000597196049056947
1.00974178314209,0.000000647120941721369
1.01543188095093,0.000000700912096363027
1.02073383331299,0.000000758890564611647
1.02525997161865,0.000000824920789455064
1.03056240081787,0.000000899326551007107
1.03521776199341,0.000000979529431788251
1.04026126861572,0.00000106810693978332
1.04504585266113,0.00000116248247650219
1.0498309135437,0.00000126362192531815
1.05513286590576,0.00000137796814669855
1.05991792678833,0.00000149553488881793
1.06509065628052,0.00000161922162078554
1.07039260864258,0.00000174999422597466
1.0749192237854,0.00000188914145837771
1.07983303070068,0.00000203215404326329
1.08526468276978,0.00000218096465687267
1.09043741226196,0.00000233331866184017
1.0953516960144,0.00000248470587393967
1.10026597976685,0.00000263609308603918
1.10517978668213,0.00000278715833701426
1.10983562469482,0.00000293500215775566
1.11526679992676,0.00000308027028950164
1.12056922912598,0.00000321973948302912
1.12522459030151,0.00000335437744070077
1.1303973197937,0.00000348418416251661
1.13531160354614,0.00000360110698238714
1.14009666442871,0.00000371255373465829
1.14514017105103,0.00000381143854610855
1.15018367767334,0.00000389776141673792
1.15509748458862,0.00000397474377678009
1.16039991378784,0.00000403465401177527
1.16492605209351,0.00000408264713769313
1.16984033584595,0.00000411872224503895
1.17488384246826,0.00000414223541156389
1.17979764938354,0.00000415640806750162
1.18522930145264,0.00000416188413510099
1.19001388549805,0.0000041515768316458
1.19505739212036,0.00000413353882322554
1.19971323013306,0.00000410873690270819
1.20527410507202,0.00000407910374633502
1.21044683456421,0.00000404238471674034
1.21536064147949,0.00000400598764827009
1.22001647949219,0.00000396540235669818
1.2250599861145,0.00000391998673876515
1.22984457015991,0.00000387779073207639
1.23514699935913,0.00000383817314286716
1.23980236053467,0.00000380338588001905
1.24458742141724,0.00000377697324438486
1.24976015090942,0.00000375603667635005
1.25506210327148,0.00000374089813703904
1.2601056098938,0.00000373316834156867
1.26514911651611,0.00000373059083358385
1.26980447769165,0.00000373799957742449
1.27484798431396,0.00000375378203898435
1.28002119064331,0.00000377890592062613
1.28506469726563,0.00000380918390874285
1.29023742675781,0.00000384976829082007
1.29489278793335,0.00000389615070162108
1.30006551742554,0.00000394994185626274
1.30497980117798,0.00000401275156036718
1.31002330780029,0.00000408039250032743
1.31519603729248,0.00000416123930335743
1.31998109817505,0.0000042498177208472
1.32476568222046,0.00000434805770055391
1.33006811141968,0.0000044588605305762
1.33524084091187,0.00000457610531157115
1.34002542495728,0.00000471042130811838
1.34545707702637,0.00000485246800963068
1.35024166107178,0.0000050051430662279
1.35515594482422,0.00000516522686666576
1.36058759689331,0.00000534270566276973
1.36550188064575,0.00000552823530597379
1.37015724182129,0.00000572246153751621
1.37507152557373,0.00000592989545111777
1.38024425506592,0.00000615021144767525
1.38515853881836,0.0000063795478126849
1.39007234573364,0.00000661661306367023
1.39511585235596,0.00000686624207446584
1.4000301361084,0.00000710072981746634
1.39472818374634,0.00000666847063257592
1.3898138999939,0.00000625521624897374
1.38489961624146,0.00000585903308092384
1.38011503219604,0.00000548024127056124
1.37494230270386,0.00000511787857249146
1.36989879608154,0.00000477774028695421
1.3649845123291,0.00000444597662863089
1.35994100570679,0.00000413096222473541
1.3547682762146,0.00000383269707526779
1.34972476959229,0.0000035498924262356
1.34493970870972,0.00000327546331391204
1.3398962020874,0.00000302229182125302
1.33498191833496,0.00000278168226941489
1.33006811141968,0.00000255492341239005
1.32502460479736,0.00000233976061281282
1.31985139846802,0.00000214166811929317
1.31506681442261,0.00000195581651496468
1.30963516235352,0.00000178413665707922
1.30497980117798,0.00000162695141625591
1.29980707168579,0.00000148232811625348
1.2946343421936,0.00000134318088385044
1.28984928131104,0.00000122078290587524
1.28480577468872,0.00000110901328298496
1.27989149093628,0.00000100497527455445
1.274977684021,0.000000911565621208865
1.26980447769165,0.000000827497387945186
1.26450252532959,0.000000753092535887845
1.25984716415405,0.000000683196958561894
1.25480365753174,0.000000620387254457455
1.24963092803955,0.000000566596099815797
1.24497509002686,0.000000514737621415406
1.23980236053467,0.000000470609847980086
1.23475885391235,0.000000430991349276155
1.22984457015991,0.000000392339643440209
1.2250599861145,0.000000360129888576921
1.22001647949219,0.000000329207978211343
1.21497297286987,0.000000300862666335888
1.20954132080078,0.000000278960214927793
1.20475673675537,0.000000254803126154002
1.19984245300293,0.000000235154402616899
1.19441080093384,0.000000217117303691339
1.18962621688843,0.000000198435373022221
1.18484115600586,0.000000183295924216509
1.17940998077393,0.000000170733983395621
1.17449569702148,0.000000159138835442718
1.16984033584595,0.000000145932972372975
1.1646671295166,0.00000013304907042766
1.15949440002441,0.00000012692908057943
1.15483903884888,0.00000011629981599981
1.14966630935669,0.000000109213033283595
1.14514017105103,0.000000101160367194097
1.14009666442871,0.0000000940744939725846
1.13453578948975,0.0000000853779056342319
1.1296215057373,0.0000000815125531516969
1.12483644485474,0.0000000747486410546117
1.12005186080933,0.0000000692725734552369
1.11474990844727,0.0000000637974153505638
1.11022329330444,0.0000000579993866267614
1.10492134094238,0.0000000538120730197988
1.10000705718994,0.0000000489799276692793
1.09483432769775,0.0000000447926140623167
1.09004974365234,0.000000042216015572194
1.08500623703003,0.0000000373847797163762
1.07996273040771,0.0000000354521034751087
1.0746603012085,0.0000000286881913780235
1.07013416290283,0.0000000286881913780235
1.06496143341064,0.0000000225682015297934
1.06017637252808,0.0000000212794475373812
1.05500364303589,0.0000000164482116815634
1.04996013641357,0.0000000145155354402959
1.04478740692139,0.0000000103282218333334
1.04013204574585,0.00000000936233846005052
1.03508853912354,0.00000000710770109435543
1.03004503250122,0.00000000259751686826348
1.02538919448853,0.0000000009877112461254
1.02008724212646,-0.0000000019117578631267
1.01491451263428,-0.00000000416639522882178
1.00987100601196,-0.00000000803174771135673
1.00495672225952,-0.0000000112522684503347
1.00004243850708,-0.0000000131849446916021
0.994482040405273,-0.0000000170502971741371
0.989696979522705,-0.0000000186610122909769
0.984782695770264,-0.0000000202717274078168
0.979480743408203,-0.000000024781002139207
0.974695682525635,-0.0000000280015228781849
0.969911098480225,-0.0000000312229531118646
0.96486759185791,-0.0000000344434738508426
0.959694862365723,-0.0000000376649040845223
0.955039024353027,-0.0000000428181010647677
0.949607849121094,-0.0000000460395312984474
0.944305419921875,-0.0000000499048837809823
0.939650058746338,-0.0000000534473656443879
